Material,Descripcion_Norm,Rubro,CARREFOUR,CHANGO MAS,COOPERATIVA OBRERA (Bahia Blanca),COTO,DIA %,DIARCO,Hergo (MDP),JUMBO,LUVIK S.A.,MAKRO,MAXI CARREFOUR,MAXICONSUMO,"Mar del Plata, EL GAUCHITO",NINI,PLAZA VEA,VITAL,YAGUAR,Unidad_Metrica,Marca_Sugerida,Nombre_Unificado,Precio_Minimo,Precio_Maximo,Precio_Promedio,Competidores_Activos,Ganador,Tipo_Ganador,Ahorro_Pct,Ahorro_Abs,Es_Bomba
100389,POLVO PARA HORNEAR ROYAL X50G,REPOSTERIA,"1459,0","1459,0",,"1460,0",,"1257,19",,"1550,0",,,"1099,0",,,,"1500,0","1099,0","1149,0",50GR,POLVO,POLVO PARA HORNEAR ROYAL X50G,"1099,0","1550,0","1336,91",9,"MAXI CARREFOUR, VITAL",LISTA,"17,795513534942522","237,91000000000008",False
100398,BUDIN MARCOLLA CON FRUTAS X200GRS,BUDINES Y MAGDALENAS,"3249,0",,,"3250,0",,,,,,,,,,,,"1899,0",,200GR,BUDIN,BUDIN MARCOLLA CON FRUTAS X200GRS,"1899,0","3250,0","2799,3333333333335",3,VITAL,LISTA,"32,162419623719934","900,3333333333335",True
100400,BUDIN MARCOLLA VAINILLA X200GR,BUDINES Y MAGDALENAS,"3249,0",,,"3250,0",,,,,,,,,,,,"1899,0",,200GR,BUDIN,BUDIN MARCOLLA VAINILLA X200GR,"1899,0","3250,0","2799,3333333333335",3,VITAL,LISTA,"32,162419623719934","900,3333333333335",True
100403,BUDIN MUSEL CON NUEZ Y ALMENDRAS X250GR,BUDINES CON FRUTAS,,,,"3960,0",,,,,,,,,,,,"2399,0",,250GR,BUDIN,BUDIN MUSEL CON NUEZ Y ALMENDRAS X250GR,"2399,0","3960,0","3179,5",2,VITAL,LISTA,"24,547884887560937","780,5",False
100453,CAFE INSTANTANEO ARLISTAN FRASCO X50GR,CAFES,,"3489,0",,"3485,0",,"2417,09",,"3800,0","2427,4",,"2962,0",,,,"3650,0","2199,0","2499,0",50GR,CAFE,CAFE INSTANTANEO ARLISTAN FRASCO X50GR,"2199,0","3800,0","2992,054444444444",9,VITAL,LISTA,"26,5053480533071","793,054444444444",True
100454,CAFE INSTANTANEO ARLISTAN FRASCO X100GR,CAFES,"6099,0","6069,0",,,,"4169,3",,"6550,0","4081,0","4545,0","5184,0","3999,9",,,,"3999,0",,100GR,CAFE,CAFE INSTANTANEO ARLISTAN FRASCO X100GR,"3999,0","6550,0","4966,2444444444445",9,VITAL,LISTA,"19,47637606776415","967,2444444444445",False
100483,MALTA EL POCILLO FORTIFICADA X170GR,MALTAS,,,,,,,,"6450,0",,,,"3499,9",,"3770,35","6150,0","3499,0",,170GR,MALTA,MALTA EL POCILLO FORTIFICADA X170GR,"3499,0","6450,0","4673,85",5,VITAL,LISTA,"25,136664634081118","1174,8500000000004",True
100505,CAFE INSTANTANEO LA VIRGINIA SUAVE X170G,CAFES,"9150,0",,,,,,,"9500,0",,,,"6299,9",,"7123,98",,"6299,0",,170GR,CAFE,CAFE INSTANTANEO LA VIRGINIA SUAVE X170G,"6299,0","9500,0","7674,575999999999",5,VITAL,LISTA,"17,92380452027577","1375,575999999999",False
100510,CAFE INST LA VIRGINIA CAPPUCCINO X10U,CAFES,"4825,0",,,"4837,0",,,,"5200,0",,,,,,,"5100,0","4305,0","3999,0",10U,CAFE,CAFE INST LA VIRGINIA CAPPUCCINO,"3999,0","5200,0","4711,0",6,YAGUAR,LISTA,"15,113563999150923","712,0",False
100562,CALDO MAGGI GALLINA X2U,CALDOS,,,,,,"317,02",,,,,"278,0",,,,,"315,0","279,0",2U,CALDO,CALDO MAGGI GALLINA,"278,0","317,02","297,255",4,MAXI CARREFOUR,LISTA,"6,477603404484364","19,254999999999995",False
100563,CALDO MAGGI GALLINA X6U,CALDOS,"909,0","969,0",,"908,0",,"850,99",,"1050,0",,,"718,0",,,,"1000,0","799,0","789,0",6U,CALDO,CALDO MAGGI GALLINA,"718,0","1050,0","888,11",9,MAXI CARREFOUR,LISTA,"19,154158831676256","170,11",False
100565,CALDO MAGGI VERDURA X2U,CALDOS,,,,,,"317,02",,,,,"278,0",,,,,"315,0","279,0",2U,CALDO,CALDO MAGGI VERDURA,"278,0","317,02","297,255",4,MAXI CARREFOUR,LISTA,"6,477603404484364","19,254999999999995",False
100566,CALDO MAGGI VERDURAS X6U,CALDOS,"899,0","969,0",,"902,0",,"850,99",,,,,"722,0",,,,"1000,0","799,0","789,0",6U,CALDO,CALDO MAGGI VERDURAS,"722,0","1000,0","866,37375",8,MAXI CARREFOUR,LISTA,"16,664141774840243","144,37374999999997",False
100654,ATUN LA CAMPAGNOLA EN ACEITE X170GR,CONSERVAS DE PESCADO,"5535,0","5529,0",,"5536,0","5535,0","5200,03",,"5700,0",,"4449,0","4299,0","4199,9",,"5181,57","5550,0","4819,0","4655,0",170GR,ATUN,ATUN LA CAMPAGNOLA EN ACEITE X170GR,"4199,9","5700,0","5091,423076923077",13,MAXICONSUMO,OFERTA,"17,51029257348332","891,5230769230775",False
100655,ATUN LA CAMPAGNOLA EN ACEITE X300GR,CONSERVAS DE PESCADO,,,,"8650,0",,,,,,,"7353,0",,,"7082,97",,"7349,0","5619,0",300GR,ATUN,ATUN LA CAMPAGNOLA EN ACEITE X300GR,"5619,0","8650,0","7210,794",5,YAGUAR,LISTA,"22,07515566246935","1591,7939999999999",False
100656,ATUN LA CAMPAGNOLA NATURAL X170GR,CONSERVAS DE PESCADO,"5535,0","5529,0",,"5536,0","5535,0","5200,03",,"5700,0",,"4449,0","4299,0","4199,9",,"5181,57","5550,0","4819,0","4655,0",170GR,ATUN,ATUN LA CAMPAGNOLA NATURAL X170GR,"4199,9","5700,0","5091,423076923077",13,MAXICONSUMO,OFERTA,"17,51029257348332","891,5230769230775",False
100657,ATUN LA CAMPAGNOLA NATURAL X300GR,CONSERVAS DE PESCADO,,,,"8650,0",,,,,,,"7353,0",,,"7082,97",,"7349,0","5619,0",300GR,ATUN,ATUN LA CAMPAGNOLA NATURAL X300GR,"5619,0","8650,0","7210,794",5,YAGUAR,LISTA,"22,07515566246935","1591,7939999999999",False
100678,FILET DE ANCHOAS PUGLISI EN ACEITE X90G,CONSERV. ANCHOA,,,,,,,,,,,,,,,,"6059,0",,90GR,FILET,FILET DE ANCHOAS PUGLISI EN ACEITE X90G,"6059,0","6059,0","6059,0",1,VITAL,LISTA,"0,0","0,0",False
100680,ATUN PUGLISI EN ACEITE X170G,CONSERVAS DE PESCADO,,,,,,"3503,01",,,"3422,74",,,"3299,9",,"3099,04",,"3299,0","3299,0",170GR,ATUN,ATUN PUGLISI EN ACEITE X170G,"3099,04","3503,01","3320,4483333333333",6,NINI,LISTA,"6,668025251610097","221,4083333333333",False
100681,ATUN PUGLISI AL AGUA X170G,CONSERVAS DE PESCADO,,,,,,"3503,01",,,"3422,74",,,"3299,9",,"3099,04",,"3299,0","3299,0",170GR,ATUN,ATUN PUGLISI AL AGUA X170G,"3099,04","3503,01","3320,4483333333333",6,NINI,LISTA,"6,668025251610097","221,4083333333333",False
100682,CABALLA PUGLISI EN ACEITE X380G,CONSERVAS DE PESCADO,,,,,,"3920,04",,,,,,"3999,9",,"3697,99",,"3819,0","3749,0",380GR,CABALLA,CABALLA PUGLISI EN ACEITE X380G,"3697,99","3999,9","3837,186",5,NINI,LISTA,"3,627554150359153","139,19600000000037",False
100683,CABALLA PUGLISI AL AGUA X380G,CONSERVAS DE PESCADO,,,,,,"3920,04",,,,,,"3999,9",,"3697,99",,"3819,0","3749,0",380GR,CABALLA,CABALLA PUGLISI AL AGUA X380G,"3697,99","3999,9","3837,186",5,NINI,LISTA,"3,627554150359153","139,19600000000037",False
100684,SARDINA PUGLISI EN ACEITE X170G,CONSERVAS DE PESCADO,,,,,,"3404,03",,,,,,"3399,89",,"3198,02",,"3349,0",,170GR,SARDINA,SARDINA PUGLISI EN ACEITE X170G,"3198,02","3404,03","3337,7349999999997",4,NINI,LISTA,"4,185922489352801","139,7149999999997",False
100694,ATUN S&P DESMENUZADO AL NATURAL X170GR,CONSERVAS DE PESCADO,,,,,"1190,0","1328,03",,,,,,,,,,"1325,0",,170GR,ATUN,ATUN S&P DESMENUZADO AL NATURAL X170GR,"1190,0","1328,03","1281,01",3,DIA %,LISTA,"7,104550315766465","91,00999999999999",False
100695,ATUN S&P DESMENUZADO EN ACEITE X170GR,CONSERVAS DE PESCADO,,,,,"1190,0","1328,03",,,,,,,,,,"1325,0",,170GR,ATUN,ATUN S&P DESMENUZADO EN ACEITE X170GR,"1190,0","1328,03","1281,01",3,DIA %,LISTA,"7,104550315766465","91,00999999999999",False
100697,JUREL S&P EN ACEITE X425GR,CONSERV. JUREL,,,,,,,,,,,,,,,,"3299,0",,425GR,JUREL,JUREL S&P EN ACEITE X425GR,"3299,0","3299,0","3299,0",1,VITAL,LISTA,"0,0","0,0",False
100698,JUREL S&P AL NATURAL X425GR,JUREL,,,,,,,,,,,,,,,,"3299,0",,425GR,JUREL,JUREL S&P AL NATURAL X425GR,"3299,0","3299,0","3299,0",1,VITAL,LISTA,"0,0","0,0",False
100745,CHAMPIGNON CARACAS ENTERO LATA X400G,CONSERVAS VEGETALES,,,,,,,,"4400,0","2892,74",,,"2949,9",,,"4150,0","2955,0","2586,0",400GR,CHAMPIGNON,CHAMPIGNON CARACAS ENTERO LATA X400G,"2586,0","4400,0","3322,273333333333",6,YAGUAR,LISTA,"22,16173262886256","736,2733333333331",False
100753,BAÑO REPOSTERIA AGUILA S/AMARGO X150GR,REPOSTERIA,"3759,0",,,"3769,0","3760,0","3046,72",,,,,"2900,0","2899,9",,"3096,01","3900,0","2899,9","3090,0",150GR,BAÑO,BAÑO REPOSTERIA AGUILA S/AMARGO X150GR,"2899,9","3900,0","3312,053",10,"MAXICONSUMO, VITAL",LISTA,"12,444033957186065","412,1529999999998",False
100754,BAÑO REPOSTERIA AGUILA BLANCO X150GR,REPOSTERIA,"3759,0",,,"3769,0","3760,0","3046,72",,,,,"2900,0","2899,9",,"3096,01","3900,0","2899,9","3090,0",150GR,BAÑO,BAÑO REPOSTERIA AGUILA BLANCO X150GR,"2899,9","3900,0","3312,053",10,"MAXICONSUMO, VITAL",LISTA,"12,444033957186065","412,1529999999998",False
100755,BAÑO REPOSTERIA AGUILA LECHE X150GR,REPOSTERIA,"3759,0",,,"3769,0","3760,0","3046,72",,,,,"2900,0","2899,9",,"3096,01","3900,0","2899,9","3090,0",150GR,BAÑO,BAÑO REPOSTERIA AGUILA LECHE X150GR,"2899,9","3900,0","3312,053",10,"MAXICONSUMO, VITAL",LISTA,"12,444033957186065","412,1529999999998",False
100756,CHOCOLATE AGUILA BLANCO X100G,CHOCOLATES,,,,"6100,0",,,,,,,"4295,0",,,"4298,03",,"3899,0",,100GR,CHOCOLATE,CHOCOLATE AGUILA BLANCO X100G,"3899,0","6100,0","4648,0075",4,VITAL,LISTA,"16,114593188586717","749,0074999999997",False
100758,CHOCOLATE AGUILA NEGRO X100GR,CHOCOLATES,"5559,0","5559,0",,"5559,0",,"4605,02",,,,,"4295,0","4299,89",,"4298,03","5600,0","4299,0","4294,0",100GR,CHOCOLATE,CHOCOLATE AGUILA NEGRO X100GR,"4294,0","5600,0","4836,794",10,YAGUAR,LISTA,"11,222185604762162","542,7939999999999",False
100759,CHOCOLATE AGUILA NEGRO X150GR,CHOCOLATES,"7209,0","7209,0",,"7319,0","7210,0","5877,03",,,,,"6128,0","5499,9",,"5497,99","7600,0","5499,0",,150GR,CHOCOLATE,CHOCOLATE AGUILA NEGRO X150GR,"5497,99","7600,0","6504,892",10,NINI,LISTA,"15,479150153453741","1006,902",False
100773,DULCE DE MEMBRILLO ARCOR ESTUCHE X500GR,DULCES,"3080,0",,,"2799,0","2400,0","2395,01",,"3410,0",,,,"2149,89",,,,"2149,0",,500GR,DULCE,DULCE DE MEMBRILLO ARCOR ESTUCHE X500GR,"2149,0","3410,0","2626,128571428572",7,VITAL,LISTA,"18,16851530498454","477,12857142857183",False
100818,DULCE DE LECHE LA PAULINA FLIAR X400GR,DULCE DE LECHE,,,,,,"3507,18",,,,"2699,0",,"2759,9",,,,"2759,0","2223,0",400GR,DULCE,DULCE DE LECHE LA PAULINA FLIAR X400GR,"2223,0","3507,18","2789,616",5,YAGUAR,LISTA,"20,31161278111396","566,616",False
100851,ANANA GENTLEMAN RODAJAS LATA X820G,CONSERVAS DE FRUTAS,,,,"7330,0",,,,,,,,"5799,89",,"5907,57",,"5799,0","6149,0",820GR,ANANA,ANANA GENTLEMAN RODAJAS LATA X820G,"5799,0","7330,0","6197,092",5,VITAL,LISTA,"6,423851703347307","398,09199999999964",False
100882,ANANA S&P EN RODAJAS X3.06KG,ANANA,,,,,,,,,,,,"16299,9",,,,"14819,0",,3060GR,ANANA,ANANA S&P EN RODAJAS X3.06KG,"14819,0","16299,9","15559,45",2,VITAL,LISTA,"4,7588443036225625","740,4500000000007",False
100884,ANANA S&P EN RODAJAS X850GR,CONSERVA ANANA,,,,,,,,,,,,,,,,"5199,0",,850GR,ANANA,ANANA S&P EN RODAJAS X850GR,"5199,0","5199,0","5199,0",1,VITAL,LISTA,"0,0","0,0",False
100885,COCTEL S&P DE 5 FRUTAS X820GR,CONSERVAS DE FRUTAS,"3590,0",,,,"3900,0",,,,,,"3590,0",,,,,"3249,0",,820GR,COCTEL,COCTEL S&P DE 5 FRUTAS X820GR,"3249,0","3900,0","3582,25",4,VITAL,LISTA,"9,30281247819108","333,25",False
100886,DURAZNO S&P EN MITAD X820G,CONSERVAS DE FRUTAS,"2690,0",,,"3029,0","2480,0","2168,02",,,,,"2690,0","2599,9",,,,"2165,0",,820GR,DURAZNO,DURAZNO S&P EN MITAD X820G,"2165,0","3029,0","2545,988571428571",7,VITAL,LISTA,"14,964268720766324","380,98857142857105",False
100887,PERA S&P X820GR,CONSERVAS DE FRUTAS,"3490,0",,,"3245,0",,,,,,,"3490,0","1849,9",,,,"2599,0",,820GR,PERA,PERA S&P X820GR,"1849,9","3490,0","2934,7799999999997",5,MAXICONSUMO,LISTA,"36,96631434042755","1084,8799999999997",True
100904,EDULCORANTE HILERET LIQUIDO X250CC,EDULCORANTES,"2620,0","2729,0",,"2725,0","2725,0","3109,94",,"2800,0",,"2235,0","1699,0","1649,9",,"1766,95","2700,0","1999,0",,250ML,EDULCORANTE,EDULCORANTE HILERET LIQUIDO X250CC,"1649,9","3109,94","2396,5658333333336",12,MAXICONSUMO,OFERTA,"31,155657105184194","746,6658333333335",True
100905,EDULCORANTE HILERET LIQUIDO X500CC,EDULCORANTES,"4365,0","4629,0",,"4632,0","4630,0","3199,06",,"4800,0",,"3620,01","3199,0","3749,9",,"3326,88","4650,0","3325,0",,500ML,EDULCORANTE,EDULCORANTE HILERET LIQUIDO X500CC,"3199,0","4800,0","4010,4875000000006",12,MAXI CARREFOUR,LISTA,"20,234136124348986","811,4875000000006",False
100907,EDULCORANTE HILERET SOBRE X50U,EDULCORANTES,,"2389,0",,,"2365,0",,,"2400,0",,,"1399,0","1699,9",,"1350,95","2300,0","1699,0",,50U,EDULCORANTE,EDULCORANTE HILERET SOBRE,"1350,95","2400,0","1950,35625",8,NINI,LISTA,"30,733167338018376","599,40625",True
100908,EDULCORANTE HILERET SOBRE X100U,EDULCORANTES,,"4289,0",,"4291,0","3680,0","3199,9",,"4100,0",,"3089,99","3001,0","2829,9",,"2390,95","3950,0","2829,0",,100U,EDULCORANTE,EDULCORANTE HILERET SOBRE,"2390,95","4291,0","3422,794545454545",11,NINI,LISTA,"30,146260073507186","1031,8445454545454",True
100911,EDULCORANTE HILERET SWEET LIQUIDO X200CC,EDULCORANTES,"3050,0","2859,0",,"3080,0","3200,0","2469,91",,"3200,0",,"2300,01","2593,0","2179,9",,"1790,55","3050,0","2179,0",,200ML,EDULCORANTE,EDULCORANTE HILERET SWEET LIQUIDO X200CC,"1790,55","3200,0","2662,6141666666667",12,NINI,LISTA,"32,752179327521795","872,0641666666668",True
100912,EDULCORANTE HILERET SWEET LIQUIDO X400CC,EDULCORANTES,"4859,0","4859,0",,"4895,0",,"4369,91",,"5150,0",,,"4130,0","3879,9",,,"5100,0","3599,0",,400ML,EDULCORANTE,EDULCORANTE HILERET SWEET LIQUIDO X400CC,"3599,0","5150,0","4537,978888888889",9,VITAL,LISTA,"20,691565824335402","938,9788888888888",False
100913,EDULCORANTE HILERET SWEET SOBRE X50U,EDULCORANTES,,,,"2504,0",,,,,,,,"1599,9",,"1559,68",,"1699,0",,50U,EDULCORANTE,EDULCORANTE HILERET SWEET SOBRE,"1559,68","2504,0","1840,645",4,NINI,LISTA,"15,264486090473717","280,9649999999999",False
100914,EDULCORANTE HILERET SWEET SOBRE X100U,EDULCORANTES,"4459,0",,,"4506,0",,,,,,,"3790,0","2999,89",,"2678,32",,"2699,0",,100U,EDULCORANTE,EDULCORANTE HILERET SWEET SOBRE,"2678,32","4506,0","3522,035",6,NINI,LISTA,"23,955326962963166","843,7149999999997",False
100952,EXTRACTO DE TOMATE INCA DOBLE X150GR,LINEA ROJA,,,,"1517,89",,"970,0",,,,,,,,"1028,49",,"969,0",,150GR,EXTRACTO,EXTRACTO DE TOMATE INCA DOBLE X150GR,"969,0","1517,89","1121,345",4,VITAL,LISTA,"13,585916912279453","152,34500000000003",False
100962,ADOBO PIZZA DOS ANCLAS X25GR,ESPECIAS,"1169,0",,,"1167,0",,"954,99",,"1250,0",,,"994,0","989,89",,"934,96","1200,0","989,0",,25GR,ADOBO,ADOBO PIZZA DOS ANCLAS X25GR,"934,96","1250,0","1072,0933333333332",9,NINI,LISTA,"12,791174897707903","137,1333333333332",False
100963,AJI MOLIDO DOS ANCLAS X50GR,ESPECIAS,,,,"1691,0",,,,"1800,0",,,,,,"1549,88","1700,0","1469,0","1515,0",50GR,AJI,AJI MOLIDO DOS ANCLAS X50GR,"1469,0","1800,0","1620,8133333333335",6,VITAL,LISTA,"9,366490897574067","151,8133333333335",False
100964,OREGANO DOS ANCLAS D/P X25GRS,ESPECIAS,"1185,0","1239,0",,"1185,0",,"957,05",,"1250,0",,,"1007,0","899,9",,"899,02","1200,0","899,0","1130,0",25GR,OREGANO,OREGANO DOS ANCLAS D/P X25GRS,"899,0","1250,0","1077,360909090909",11,VITAL,LISTA,"16,555353696785993","178,360909090909",False
100965,PIMENTON SELECCIONADO DOS ANCLAS X50GR,ESPECIAS,"1659,0","1659,0",,"1658,0",,"1264,03",,"1750,0",,,,"1199,9",,"1570,93","1700,0","1199,0",,50GR,PIMENTON,PIMENTON SELECCIONADO DOS ANCLAS X50GR,"1199,0","1750,0","1517,7622222222224",9,VITAL,LISTA,"21,002118616149808","318,76222222222236",False
100966,PIMIENTA BLANCA MOLIDA DOS ANCLAS X25GR,ESPECIAS,,"1999,0",,"2708,0",,,,,,,,,,"1825,88",,"2199,0",,25GR,PIMIENTA,PIMIENTA BLANCA MOLIDA DOS ANCLAS X25GR,"1825,88","2708,0","2182,9700000000003",4,NINI,LISTA,"16,357989344791733","357,09000000000015",False
101015,CHIMICHURRI ALICANTE X50GR,ESPECIAS,"2279,0",,,"2284,0",,,,"2500,0",,,"1937,0","1999,9",,,"2400,0","1999,0","2195,0",50GR,CHIMICHURRI,CHIMICHURRI ALICANTE X50GR,"1937,0","2500,0","2199,2375",8,MAXI CARREFOUR,LISTA,"11,924019120263281","262,2375000000002",False
101016,COCO RALLADO ALICANTE NATURAL X50GR,REPOSTERIA,"1800,0","1839,0",,,,,,"1800,0",,,"1347,0",,,"1633,61","1700,0","1499,0","1599,0",50GR,COCO,COCO RALLADO ALICANTE NATURAL X50GR,"1347,0","1839,0","1652,20125",8,MAXI CARREFOUR,LISTA,"18,472401591513144","305,2012500000001",False
101017,COMINO ALICANTE MOLIDO X25G,ESPECIAS,"1119,0","1119,0",,,"1120,0","1068,01",,"1200,0",,,"999,0","999,9",,,"1150,0","999,0",,25GR,COMINO,COMINO ALICANTE MOLIDO X25G,"999,0","1200,0","1085,99",9,"MAXI CARREFOUR, VITAL",LISTA,"8,010202672216135","86,99000000000001",False
101018,CONDIMENTO ALICANTE PARA ARROZ 25GR,ESPECIAS,"1139,0","1169,0",,,,,,"1250,0",,,"968,0","999,9",,,"1200,0","999,0","1095,0",25GR,CONDIMENTO,CONDIMENTO ALICANTE PARA ARROZ 25GR,"968,0","1250,0","1102,4875",8,MAXI CARREFOUR,LISTA,"12,198551003979635","134,48749999999995",False
101019,CONDIMENTO ALICANTE PARA PIZZA X25GR,ESPECIAS,"1059,0","1089,0",,,"1090,0","1048,04",,"1200,0",,,"900,0",,,,"1100,0","925,0","1020,0",25GR,CONDIMENTO,CONDIMENTO ALICANTE PARA PIZZA X25GR,"900,0","1200,0","1047,8933333333334",9,MAXI CARREFOUR,LISTA,"14,113395765472319","147,89333333333343",False
101021,ESENCIA DE VAINILLA ALICANTE X100CC,REPOSTERIA,"1829,0","1919,0",,"1920,0",,"1809,01",,,,,"1519,0","1599,9",,"1704,39",,"1599,0","1670,0",100ML,ESENCIA,ESENCIA DE VAINILLA ALICANTE X100CC,"1519,0","1920,0","1729,9222222222222",9,MAXI CARREFOUR,LISTA,"12,192584123884824","210,92222222222222",False
101022,NUEZ MOSCADA ALICANTE MOLIDA X25GR,ESPECIAS,"2269,0","2269,0",,"2272,0",,,,"2450,0",,,"1929,0","1999,9",,,"2300,0","1999,0","2089,0",25GR,NUEZ,NUEZ MOSCADA ALICANTE MOLIDA X25GR,"1929,0","2450,0","2175,211111111111",9,MAXI CARREFOUR,LISTA,"11,318952438843743","246,21111111111122",False
101023,OREGANO ALICANTE X25GR,ESPECIAS,"1409,0","1479,0",,,"1480,0","1397,0",,"1600,0",,,"1169,0",,,,"1500,0","1169,0",,25GR,OREGANO,OREGANO ALICANTE X25GR,"1169,0","1600,0","1400,375",8,"MAXI CARREFOUR, VITAL",LISTA,"16,52236008212086","231,375",False
101024,PEREJIL ALICANTE X25GR,ESPECIAS,"1750,0",,,,,,,"1750,0",,,"1488,0",,,,"1650,0","1499,0",,25GR,PEREJIL,PEREJIL ALICANTE X25GR,"1488,0","1750,0","1627,4",5,MAXI CARREFOUR,LISTA,"8,565810495268531","139,4000000000001",False
101028,PROVENZAL ALICANTE X50G,ESPECIAS,"2289,0",,,,,,,"2550,0",,,"1995,0",,,,"2450,0","1995,0","2245,0",50GR,PROVENZAL,PROVENZAL ALICANTE X50G,"1995,0","2550,0","2254,0",6,"MAXI CARREFOUR, VITAL",LISTA,"11,490683229813664","259,0",False
101033,PASA DE UVA PASABLANCA X150GR,FIESTAS,"2299,0",,,,,,,,,,,,,,,"1799,0",,150GR,PASA,PASA DE UVA PASABLANCA X150GR,"1799,0","2299,0","2049,0",2,VITAL,LISTA,"12,201073694485116","250,0",False
101084,FIDEOS 308 N*1 DE HUEVO X500GR,PASTAS SECAS,"2580,0","2729,0",,"2580,0",,"2416,49",,,,,"1999,0","2149,89",,,,"2149,0",,500GR,FIDEOS,FIDEOS 308 N*1 DE HUEVO X500GR,"1999,0","2729,0","2371,911428571428",7,MAXI CARREFOUR,LISTA,"15,72197950055951","372,91142857142813",False
101085,FIDEOS 308 N*2 DE HUEVO X500GR,PASTAS SECAS,"2580,0","2729,0",,"2580,0",,"2416,49",,,,,"1999,0","2149,89",,,,"2149,0",,500GR,FIDEOS,FIDEOS 308 N*2 DE HUEVO X500GR,"1999,0","2729,0","2371,911428571428",7,MAXI CARREFOUR,LISTA,"15,72197950055951","372,91142857142813",False
101086,FIDEOS 308  N*3 DE HUEVO X500GR,PASTAS SECAS,"2580,0","2729,0",,"2580,0",,"2416,49",,,,,"1999,0","2149,89",,,,"2149,0",,500GR,FIDEOS,FIDEOS 308  N*3 DE HUEVO X500GR,"1999,0","2729,0","2371,911428571428",7,MAXI CARREFOUR,LISTA,"15,72197950055951","372,91142857142813",False
101100,FIDEOS DE CECCO SPAGHETTI X500G,PASTAS,,,,"11182,0",,,,,,,,,,,,"9499,0",,500GR,FIDEOS,FIDEOS DE CECCO SPAGHETTI X500G,"9499,0","11182,0","10340,5",2,VITAL,LISTA,"8,137904356655866","841,5",False
101103,FIDEOS DE CECCO PENNE RIGATE X500G,PASTAS,,,,,,,,"10850,0",,,,,,,,"8799,0",,500GR,FIDEOS,FIDEOS DE CECCO PENNE RIGATE X500G,"8799,0","10850,0","9824,5",2,VITAL,LISTA,"10,438190238688993","1025,5",False
101104,FIDEOS DE CECCO FUSILLI X500G,PASTAS,,,,"10064,0",,,,,,,,,,,,"8799,0",,500GR,FIDEOS,FIDEOS DE CECCO FUSILLI X500G,"8799,0","10064,0","9431,5",2,VITAL,LISTA,"6,706250331336479","632,5",False
101106,FIDEOS MATARAZZO PROTE/PLUS MOSTA X400G,PASTAS SECAS,,,,,,,,,,,"3034,0",,,,,"1649,0",,400GR,FIDEOS,FIDEOS MATARAZZO PROTE/PLUS MOSTA X400G,"1649,0","3034,0","2341,5",2,VITAL,LISTA,"29,575058723040787","692,5",False
101130,CAPELETTINI GIACOMO JAMON Y QUESO X500GR,PASTAS RELLENAS,"4959,0","4959,0",,,"4900,0","4522,86","3399,9","5250,0",,"4355,0",,"4599,9",,"4210,91","5000,0","3915,0","4199,0",500GR,CAPELETTINI,CAPELETTINI GIACOMO JAMON Y QUESO X500GR,"3399,9","5250,0","4522,547500000001",12,Hergo (MDP),OFERTA,"24,823343480637856","1122,6475000000005",False
101131,CAPELETTINI GIACOMO VERDURA X500GR,PASTAS RELLENAS,"4959,0","4959,0",,,"4900,0","4522,86","3399,9","5250,0",,"4355,0",,"4599,9",,"4210,91","5000,0","3915,0","4199,0",500GR,CAPELETTINI,CAPELETTINI GIACOMO VERDURA X500GR,"3399,9","5250,0","4522,547500000001",12,Hergo (MDP),OFERTA,"24,823343480637856","1122,6475000000005",False
101132,CAPELETTINI GIACOMO CARNE X500GR,PASTAS RELLENAS,"4959,0","4959,0",,,"4900,0","4522,86","3399,9","5250,0",,"4355,0",,"4599,9",,"4210,91","5000,0","3915,0","4199,0",500GR,CAPELETTINI,CAPELETTINI GIACOMO CARNE X500GR,"3399,9","5250,0","4522,547500000001",12,Hergo (MDP),OFERTA,"24,823343480637856","1122,6475000000005",False
101150,FIDEOS LUCCHETTI CABELLO ANGEL X500GR,PASTAS SECAS,"2410,0","2409,0",,"2410,0",,,,"2550,0",,,"1839,0","1699,89",,"1838,95","2500,0","1839,0",,500GR,FIDEOS,FIDEOS LUCCHETTI CABELLO ANGEL X500GR,"1699,89","2550,0","2166,2044444444446",9,MAXICONSUMO,LISTA,"21,526797511674285","466,31444444444446",False
101154,FIDEOS LUCCHETTI  CODITOS X500GR,PASTAS SECAS,"1499,0","1499,0","990,0","1500,0","1500,0","899,03",,"1550,0",,"1050,01","1049,0","1099,9",,"1057,65","1497,0","1099,0","1100,0",500GR,FIDEOS,FIDEOS LUCCHETTI  CODITOS X500GR,"899,03","1550,0","1242,1135714285715",14,DIARCO,OFERTA,"27,62095023516944","343,08357142857153",True
101155,FIDEOS LUCCHETTI MOSTACHOL N°52 X500GR,PASTAS SECAS,"1499,0","1499,0","990,0","1500,0","1500,0","899,03",,"1550,0",,"1050,01","1049,0","1099,9",,"1057,65","1497,0","1099,0","1100,0",500GR,FIDEOS,FIDEOS LUCCHETTI MOSTACHOL N°52 X500GR,"899,03","1550,0","1242,1135714285715",14,DIARCO,OFERTA,"27,62095023516944","343,08357142857153",True
